事故ID,事故时间,城市,所在区域,道路名称,事故类型,天气情况,道路类型,照明条件,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级,是否高峰,是否周末,月份,星期,来源
4020,2024-04-02 08:09:50,北京市,海淀区,大环大道,行人事故,晴,高速公路,白天,1,0,22.6,52.0,13.5,2.0,严重,1,0,4,2,simulation
4021,2023-11-08 13:06:31,北京市,石景山区,北大环路,追尾,小雨,高速公路,白天,1,0,21.0,36.0,4.3,1.8,一般,0,0,11,3,simulation
4022,2025-10-22 19:19:41,北京市,丰台区,北中大道,追尾,阴,高速公路,黄昏,0,0,8.8,67.0,14.7,0.5,轻微,1,0,10,3,simulation
4023,2023-08-31 08:37:08,北京市,通州区,南新大道,侧面碰撞,多云,城市次干道,白天,1,0,23.7,61.0,9.0,0.5,一般,1,0,8,4,simulation
4024,2024-03-04 13:04:37,北京市,昌平区,中东街,侧面碰撞,阴,城市次干道,白天,3,0,12.2,61.0,10.3,3.7,一般,0,0,3,1,simulation
4025,2023-03-12 20:51:58,北京市,顺义区,南西快速路,刮擦,多云,城市次干道,夜间有照明,0,0,16.8,46.0,14.5,0.2,轻微,0,1,3,7,simulation
4026,2025-04-08 14:29:48,北京市,西城区,东中高速公路,侧面碰撞,晴,匝道,白天,0,0,11.6,45.0,18.1,1.7,轻微,0,0,4,2,simulation
4027,2025-08-04 20:44:15,北京市,石景山区,北西环路,单车事故,晴,城市主干道,夜间有照明,0,0,30.4,57.0,12.0,4.5,轻微,0,0,8,1,simulation
4028,2025-02-06 07:30:28,北京市,昌平区,西北环路,刮擦,晴,城市主干道,白天,2,0,-0.5,38.0,11.4,2.9,一般,1,0,2,4,simulation
4029,2025-10-28 09:30:51,北京市,通州区,大新大道,刮擦,多云,匝道,白天,0,0,22.7,51.0,16.3,2.1,轻微,1,0,10,2,simulation
4030,2024-07-30 09:57:25,北京市,海淀区,南北街,刮擦,多云,支路,白天,0,0,26.3,45.0,12.9,0.3,轻微,1,0,7,2,simulation
4031,2023-05-25 07:06:50,北京市,丰台区,南北高速公路,追尾,晴,城市主干道,白天,0,0,19.0,53.0,15.0,5.6,轻微,1,0,5,4,simulation
4032,2024-05-03 09:47:13,北京市,东城区,东中街,追尾,小雨,高速公路,白天,1,0,10.1,34.0,5.1,0.0,一般,1,0,5,5,simulation
4033,2025-07-07 07:49:15,北京市,海淀区,东新街,追尾,晴,匝道,白天,0,0,27.8,63.0,11.1,3.9,轻微,1,0,7,1,simulation
4034,2023-03-26 18:23:53,北京市,顺义区,北中环路,翻车,多云,高速公路,黄昏,0,0,24.5,38.0,12.4,0.6,轻微,1,1,3,7,simulation
4035,2024-11-14 07:02:38,北京市,朝阳区,新西高速公路,刮擦,多云,支路,白天,1,0,17.1,52.0,12.4,0.1,一般,1,0,11,4,simulation
4036,2025-11-21 18:10:58,北京市,朝阳区,大新路,追尾,阴,高速公路,黄昏,0,0,15.6,65.0,18.4,5.4,轻微,1,0,11,5,simulation
4037,2023-04-15 19:30:53,北京市,大兴区,东大快速路,追尾,多云,高速公路,黄昏,3,0,17.6,39.0,8.4,0.7,一般,1,1,4,6,simulation
4038,2023-06-12 19:04:18,北京市,海淀区,西新环路,行人事故,晴,匝道,黄昏,0,0,30.2,37.0,19.3,1.0,轻微,1,0,6,1,simulation
4039,2024-02-04 18:13:30,北京市,石景山区,北西大道,追尾,阴,城市主干道,黄昏,0,0,1.4,58.0,12.2,2.0,轻微,1,1,2,7,simulation
4040,2023-07-07 08:07:11,北京市,东城区,南西路,侧面碰撞,多云,城市主干道,白天,3,0,35.3,68.0,8.2,5.5,一般,1,0,7,5,simulation
4041,2024-07-04 09:31:40,北京市,大兴区,大新环路,行人事故,晴,高速公路,白天,3,0,24.2,66.0,11.6,0.7,一般,1,0,7,4,simulation
4042,2024-10-08 08:41:34,北京市,海淀区,新南环路,单车事故,晴,匝道,白天,4,0,25.4,48.0,14.3,1.2,严重,1,0,10,2,simulation
4043,2023-05-27 09:01:14,北京市,顺义区,新东路,行人事故,晴,匝道,白天,2,0,23.6,30.0,17.8,6.0,严重,1,1,5,6,simulation
4044,2025-11-27 19:31:14,北京市,西城区,环环快速路,侧面碰撞,多云,城市主干道,黄昏,3,0,15.0,47.0,17.0,1.5,严重,1,0,11,4,simulation
4045,2025-05-14 19:56:57,北京市,昌平区,南中高速公路,单车事故,晴,匝道,黄昏,4,0,11.8,69.0,8.8,0.5,严重,1,0,5,3,simulation
4046,2025-06-24 07:07:18,北京市,西城区,新中路,行人事故,晴,城市主干道,白天,0,0,28.0,53.0,10.6,0.4,轻微,1,0,6,2,simulation
4047,2024-08-15 19:40:04,北京市,石景山区,南新街,刮擦,大雨,城市主干道,黄昏,0,0,22.9,59.0,2.2,0.4,轻微,1,0,8,4,simulation
4048,2023-02-14 08:30:13,北京市,西城区,中大路,多车连环,晴,支路,白天,0,0,-8.6,49.0,9.8,0.6,轻微,1,0,2,2,simulation
4049,2024-03-20 19:59:30,北京市,东城区,中中路,刮擦,小雨,城市次干道,黄昏,3,0,23.3,45.0,3.5,3.4,严重,1,0,3,3,simulation
4050,2023-02-05 07:19:36,北京市,海淀区,环东街,翻车,多云,匝道,白天,1,0,-4.1,35.0,14.2,7.8,轻微,1,1,2,7,simulation
4051,2025-02-09 08:58:44,北京市,大兴区,环中街,刮擦,晴,匝道,白天,0,0,1.1,49.0,14.2,3.7,轻微,1,1,2,7,simulation
4052,2025-05-30 07:19:39,北京市,东城区,东西街,刮擦,多云,城市次干道,白天,4,0,17.3,33.0,14.9,0.1,严重,1,0,5,5,simulation
4053,2023-12-03 07:26:43,北京市,昌平区,大大环路,侧面碰撞,雪,城市主干道,白天,0,0,-4.7,85.0,1.1,2.6,轻微,1,1,12,7,simulation
4054,2023-07-28 09:09:31,北京市,朝阳区,南北路,行人事故,晴,城市次干道,白天,3,0,24.6,63.0,8.3,1.4,一般,1,0,7,5,simulation
4055,2024-11-22 09:00:13,北京市,朝阳区,新大街,刮擦,多云,高速公路,白天,0,0,4.5,43.0,15.1,1.0,轻微,1,0,11,5,simulation
4056,2023-04-18 19:49:14,北京市,石景山区,新大快速路,侧面碰撞,晴,城市主干道,黄昏,0,0,13.8,65.0,13.9,3.5,轻微,1,0,4,2,simulation
4057,2023-12-30 17:08:11,北京市,石景山区,西南高速公路,单车事故,多云,匝道,白天,0,0,10.8,49.0,19.5,4.4,轻微,1,1,12,6,simulation
4058,2023-10-28 18:44:14,北京市,东城区,南环环路,刮擦,晴,城市次干道,黄昏,0,0,19.5,36.0,11.1,2.5,轻微,1,1,10,6,simulation
4059,2023-01-28 08:34:07,北京市,大兴区,大环高速公路,刮擦,多云,支路,白天,0,0,5.0,52.0,12.8,4.6,轻微,1,1,1,6,simulation
4060,2024-07-08 17:12:02,北京市,顺义区,南北路,追尾,多云,城市次干道,白天,2,0,30.9,64.0,12.4,3.9,一般,1,0,7,1,simulation
4061,2023-10-10 18:20:01,北京市,东城区,北中路,刮擦,阴,匝道,黄昏,0,0,25.1,58.0,18.1,2.5,轻微,1,0,10,2,simulation
4062,2025-07-22 17:28:33,北京市,海淀区,环南大道,侧面碰撞,多云,支路,白天,0,0,29.6,40.0,15.4,5.0,轻微,1,0,7,2,simulation
4063,2025-07-23 07:02:50,北京市,石景山区,北新快速路,侧面碰撞,多云,支路,白天,0,0,26.6,52.0,12.1,2.5,轻微,1,0,7,3,simulation
4064,2025-02-14 18:24:43,北京市,通州区,北北高速公路,追尾,晴,高速公路,黄昏,0,0,4.4,49.0,16.1,4.4,轻微,1,0,2,5,simulation
4065,2023-07-31 09:50:33,北京市,顺义区,西东高速公路,侧面碰撞,晴,匝道,白天,1,0,25.3,66.0,13.2,1.3,轻微,1,0,7,1,simulation
4066,2023-01-26 07:41:54,北京市,丰台区,中北大道,追尾,阴,城市次干道,白天,0,0,3.8,38.0,14.4,10.0,轻微,1,0,1,4,simulation
4067,2023-12-19 07:23:47,北京市,朝阳区,东北快速路,刮擦,阴,支路,白天,1,0,0.8,67.0,14.5,0.3,一般,1,0,12,2,simulation
4068,2023-06-06 19:37:23,北京市,通州区,新北高速公路,刮擦,晴,匝道,黄昏,0,0,29.8,46.0,11.4,9.6,轻微,1,0,6,2,simulation
4069,2025-04-11 08:48:29,北京市,朝阳区,中环快速路,侧面碰撞,小雨,匝道,白天,0,0,10.0,44.0,3.8,0.2,轻微,1,0,4,5,simulation
4070,2025-08-10 07:49:13,北京市,海淀区,新北环路,侧面碰撞,多云,支路,白天,1,0,28.5,59.0,9.8,14.3,轻微,1,1,8,7,simulation
4071,2023-04-20 23:37:34,北京市,丰台区,新西大道,侧面碰撞,阴,城市主干道,夜间有照明,0,0,13.0,45.0,12.7,4.4,轻微,0,0,4,4,simulation
4072,2025-04-12 01:40:41,北京市,石景山区,东环路,侧面碰撞,小雨,城市主干道,夜间有照明,0,0,17.6,31.0,4.3,4.5,轻微,0,1,4,6,simulation
4073,2023-12-01 09:14:12,北京市,顺义区,北西街,追尾,多云,匝道,白天,1,0,-11.0,59.0,19.6,8.5,轻微,1,0,12,5,simulation
4074,2023-06-27 08:04:35,北京市,海淀区,新环环路,单车事故,多云,城市主干道,白天,0,0,30.0,47.0,15.1,4.2,轻微,1,0,6,2,simulation
4075,2024-10-03 09:51:34,北京市,东城区,环中高速公路,追尾,晴,高速公路,白天,4,1,10.8,68.0,19.6,3.2,严重,1,0,10,4,simulation
4076,2023-09-16 19:12:36,北京市,通州区,西新快速路,刮擦,多云,城市主干道,黄昏,1,0,19.4,70.0,14.9,1.4,一般,1,1,9,6,simulation
4077,2023-01-31 23:20:07,北京市,顺义区,环新高速公路,追尾,晴,匝道,夜间有照明,0,0,5.1,52.0,19.3,0.5,轻微,0,0,1,2,simulation
4078,2024-11-17 09:54:53,北京市,朝阳区,新北路,刮擦,晴,城市次干道,白天,0,0,14.7,36.0,12.7,1.9,轻微,1,1,11,7,simulation
4079,2024-11-30 19:38:59,北京市,海淀区,南西快速路,追尾,阴,匝道,黄昏,3,0,21.4,33.0,12.9,0.7,一般,1,1,11,6,simulation
4080,2025-10-06 08:21:30,北京市,石景山区,东环大道,刮擦,多云,城市主干道,白天,1,0,21.4,46.0,13.5,0.8,轻微,1,0,10,1,simulation
4081,2025-07-19 08:02:46,北京市,顺义区,新大路,行人事故,多云,支路,白天,1,0,24.8,47.0,14.9,0.9,轻微,1,1,7,6,simulation
4082,2023-07-21 13:56:48,北京市,东城区,环新高速公路,行人事故,多云,匝道,白天,1,0,27.3,39.0,8.4,0.2,一般,0,0,7,5,simulation
4083,2023-05-28 09:31:24,北京市,西城区,新新环路,刮擦,小雨,支路,白天,0,0,20.6,70.0,3.0,6.4,轻微,1,1,5,7,simulation
4084,2025-12-31 17:35:06,北京市,石景山区,东南高速公路,侧面碰撞,多云,城市主干道,白天,1,0,-10.5,41.0,11.7,0.3,轻微,1,0,12,3,simulation
4085,2023-06-18 02:29:53,北京市,大兴区,东大路,刮擦,晴,高速公路,夜间无照明,1,0,24.7,69.0,9.6,1.1,一般,0,1,6,7,simulation
4086,2025-10-23 08:56:44,北京市,西城区,西东街,刮擦,阴,匝道,白天,0,0,21.9,63.0,14.5,3.0,轻微,1,0,10,4,simulation
4087,2025-08-10 17:06:54,北京市,顺义区,新东大道,行人事故,雷阵雨,高速公路,白天,0,0,28.6,43.0,7.1,0.5,轻微,1,1,8,7,simulation
4088,2024-06-08 05:19:31,北京市,丰台区,西西快速路,侧面碰撞,晴,高速公路,夜间有照明,1,0,32.9,62.0,11.0,2.8,轻微,0,1,6,6,simulation
4089,2024-03-11 19:41:40,北京市,昌平区,大东高速公路,行人事故,多云,城市主干道,黄昏,0,0,20.8,38.0,8.1,3.7,轻微,1,0,3,1,simulation
4090,2023-11-07 18:37:06,北京市,顺义区,大新高速公路,追尾,多云,城市主干道,黄昏,0,0,22.1,45.0,10.4,1.0,轻微,1,0,11,2,simulation
4091,2024-07-18 08:45:12,北京市,丰台区,南环大道,追尾,大雨,支路,白天,3,0,29.4,41.0,1.0,0.1,严重,1,0,7,4,simulation
4092,2024-04-08 08:38:41,北京市,西城区,西环高速公路,多车连环,晴,城市主干道,白天,1,0,15.3,45.0,10.1,1.2,轻微,1,0,4,1,simulation
4093,2023-04-21 11:36:51,北京市,石景山区,西西环路,翻车,多云,城市次干道,白天,0,0,23.6,52.0,8.2,4.2,轻微,0,0,4,5,simulation
4094,2023-03-24 08:27:13,北京市,石景山区,环中快速路,追尾,晴,城市次干道,白天,0,0,29.0,32.0,8.5,2.5,轻微,1,0,3,5,simulation
4095,2025-06-14 08:29:15,北京市,昌平区,东大快速路,单车事故,晴,匝道,白天,0,0,24.7,37.0,16.3,1.7,轻微,1,1,6,6,simulation
4096,2025-06-29 08:29:51,北京市,顺义区,大环快速路,多车连环,晴,城市主干道,白天,4,1,26.6,37.0,12.5,1.0,严重,1,1,6,7,simulation
4097,2025-11-14 07:30:38,北京市,顺义区,新中街,追尾,阴,城市主干道,白天,0,0,17.1,47.0,12.7,1.1,轻微,1,0,11,5,simulation
4098,2024-12-08 19:32:25,北京市,海淀区,西中高速公路,多车连环,晴,城市主干道,黄昏,1,0,2.5,49.0,19.0,1.3,轻微,1,1,12,7,simulation
4099,2023-02-26 09:44:29,北京市,西城区,中北高速公路,侧面碰撞,多云,城市次干道,白天,0,0,3.2,55.0,12.3,1.5,轻微,1,1,2,7,simulation
4100,2025-03-06 08:22:52,北京市,西城区,环南高速公路,刮擦,晴,城市次干道,白天,1,0,10.2,52.0,10.2,2.8,一般,1,0,3,4,simulation
4101,2023-12-23 18:47:31,北京市,朝阳区,中西大道,侧面碰撞,阴,支路,黄昏,1,0,-2.3,41.0,18.3,5.4,严重,1,1,12,6,simulation
4102,2025-07-20 19:56:05,北京市,大兴区,新大环路,刮擦,晴,支路,黄昏,2,0,33.3,41.0,8.2,1.3,一般,1,1,7,7,simulation
4103,2023-02-07 09:53:57,北京市,通州区,中新大道,行人事故,雾,支路,白天,4,0,-2.8,71.0,0.7,1.0,严重,1,0,2,2,simulation
4104,2023-12-17 18:17:03,北京市,朝阳区,新新路,多车连环,雾,城市次干道,黄昏,2,0,-1.6,93.0,2.5,3.2,一般,1,1,12,7,simulation
4105,2024-01-03 17:39:19,北京市,西城区,北新高速公路,单车事故,晴,匝道,白天,1,0,-3.5,44.0,13.6,1.6,轻微,1,0,1,3,simulation
4106,2025-08-23 19:50:35,北京市,通州区,中环大道,追尾,阴,高速公路,黄昏,0,0,27.4,42.0,14.5,4.0,轻微,1,1,8,6,simulation
4107,2024-07-12 09:06:22,北京市,东城区,西中街,侧面碰撞,晴,高速公路,白天,2,1,25.9,31.0,10.7,4.4,严重,1,0,7,5,simulation
4108,2023-02-06 23:34:29,北京市,朝阳区,中新大道,追尾,雾,匝道,夜间无照明,0,0,3.3,83.0,1.5,3.4,轻微,0,0,2,1,simulation
4109,2024-10-20 09:14:42,北京市,丰台区,大新快速路,追尾,多云,高速公路,白天,0,0,24.6,38.0,11.2,3.8,轻微,1,1,10,7,simulation
4110,2023-09-07 18:13:14,北京市,昌平区,北大大道,翻车,小雨,高速公路,黄昏,0,0,22.6,35.0,4.3,5.6,轻微,1,0,9,4,simulation
4111,2024-05-14 17:36:59,北京市,海淀区,南中街,追尾,晴,城市次干道,白天,1,0,16.4,47.0,15.5,1.0,一般,1,0,5,2,simulation
4112,2024-05-20 20:53:05,北京市,朝阳区,东东路,刮擦,多云,城市主干道,夜间无照明,0,0,17.3,34.0,12.5,0.4,轻微,0,0,5,1,simulation
4113,2024-05-04 07:38:25,北京市,西城区,北北路,追尾,阴,城市次干道,白天,0,0,14.9,43.0,12.2,5.1,轻微,1,1,5,6,simulation
4114,2025-06-07 18:23:39,北京市,石景山区,西大大道,单车事故,晴,城市主干道,黄昏,0,0,33.2,55.0,16.4,2.6,轻微,1,1,6,6,simulation
4115,2025-09-11 17:47:27,北京市,朝阳区,北南快速路,侧面碰撞,晴,城市主干道,白天,3,1,14.2,58.0,10.8,1.4,严重,1,0,9,4,simulation
4116,2025-12-14 08:52:31,北京市,西城区,新南环路,追尾,雪,城市次干道,白天,0,0,7.2,73.0,2.1,1.3,轻微,1,1,12,7,simulation
4117,2024-07-07 17:24:01,北京市,石景山区,西西快速路,行人事故,雷阵雨,高速公路,白天,0,0,29.3,37.0,4.3,1.5,轻微,1,1,7,7,simulation
4118,2025-09-23 07:35:48,北京市,石景山区,环新大道,单车事故,阴,城市次干道,白天,0,0,21.4,58.0,17.7,1.0,轻微,1,0,9,2,simulation
4119,2024-12-28 08:19:50,北京市,大兴区,南大街,刮擦,晴,匝道,白天,1,0,9.6,64.0,17.2,0.6,轻微,1,1,12,6,simulation
4120,2025-09-17 18:40:01,北京市,昌平区,环西快速路,侧面碰撞,晴,城市主干道,黄昏,0,0,12.3,51.0,15.1,0.7,轻微,1,0,9,3,simulation
4121,2024-05-11 03:29:34,北京市,通州区,北西快速路,行人事故,多云,支路,夜间有照明,0,0,14.3,48.0,9.1,2.1,轻微,0,1,5,6,simulation
4122,2024-09-30 08:04:41,北京市,顺义区,环南街,单车事故,小雨,匝道,白天,0,0,10.5,32.0,3.9,1.0,轻微,1,0,9,1,simulation
4123,2024-09-14 08:57:52,北京市,大兴区,北东街,多车连环,阴,城市主干道,白天,0,0,14.4,55.0,13.6,2.1,轻微,1,1,9,6,simulation
4124,2025-05-04 08:05:07,北京市,朝阳区,新北高速公路,行人事故,晴,高速公路,白天,0,0,13.2,53.0,8.6,1.0,轻微,1,1,5,7,simulation
4125,2024-07-19 09:41:56,北京市,大兴区,东环街,追尾,多云,城市次干道,白天,0,0,20.7,60.0,19.5,6.3,轻微,1,0,7,5,simulation
4126,2025-07-06 12:26:43,北京市,朝阳区,西北路,刮擦,晴,支路,白天,2,0,25.1,34.0,13.2,1.1,一般,0,1,7,7,simulation
4127,2025-07-17 19:09:27,北京市,西城区,南西快速路,翻车,晴,匝道,黄昏,0,0,28.7,53.0,14.9,6.4,轻微,1,0,7,4,simulation
4128,2024-08-09 19:22:59,北京市,通州区,北西大道,追尾,多云,支路,黄昏,0,0,26.8,35.0,14.7,1.8,轻微,1,0,8,5,simulation
4129,2023-04-09 18:54:33,北京市,西城区,西环路,多车连环,晴,匝道,黄昏,0,0,19.7,60.0,18.7,12.3,轻微,1,1,4,7,simulation
4130,2023-02-14 19:45:48,北京市,东城区,北新环路,侧面碰撞,多云,城市次干道,黄昏,0,0,-2.2,70.0,16.9,1.2,轻微,1,0,2,2,simulation
4131,2024-03-22 08:40:19,北京市,大兴区,西东高速公路,侧面碰撞,阴,高速公路,白天,0,0,7.8,50.0,10.7,2.4,轻微,1,0,3,5,simulation
4132,2023-10-06 19:36:28,北京市,海淀区,东南环路,单车事故,晴,支路,黄昏,2,0,19.6,68.0,9.3,1.6,一般,1,0,10,5,simulation
4133,2023-12-19 17:44:44,北京市,海淀区,南北大道,多车连环,阴,城市次干道,白天,0,0,-6.3,66.0,8.5,2.4,轻微,1,0,12,2,simulation
4134,2025-07-26 07:00:11,北京市,顺义区,环东快速路,行人事故,大雨,支路,白天,0,0,23.0,31.0,0.6,0.4,轻微,1,1,7,6,simulation
4135,2024-07-09 17:09:01,北京市,石景山区,新中环路,侧面碰撞,多云,高速公路,白天,0,0,29.7,59.0,11.3,2.8,轻微,1,0,7,2,simulation
4136,2023-11-11 15:27:51,北京市,昌平区,大环街,行人事故,晴,支路,白天,2,0,13.6,61.0,14.8,0.2,一般,0,1,11,6,simulation
4137,2023-08-15 19:49:41,北京市,通州区,西大快速路,刮擦,多云,支路,黄昏,1,0,31.4,35.0,17.7,3.1,一般,1,0,8,2,simulation
4138,2025-04-07 08:03:17,北京市,丰台区,中南街,行人事故,多云,高速公路,白天,3,0,16.0,49.0,11.9,0.0,一般,1,0,4,1,simulation
4139,2024-02-05 17:37:54,北京市,丰台区,西西高速公路,行人事故,多云,城市次干道,白天,0,0,1.4,43.0,11.4,0.9,轻微,1,0,2,1,simulation
4140,2023-09-25 08:24:32,北京市,通州区,新西高速公路,追尾,多云,匝道,白天,0,0,22.2,37.0,18.2,5.8,轻微,1,0,9,1,simulation
4141,2023-10-15 17:01:27,北京市,东城区,新环路,多车连环,阴,高速公路,白天,1,0,25.3,65.0,12.5,1.2,轻微,1,1,10,7,simulation
4142,2023-06-05 19:35:38,北京市,昌平区,中东快速路,刮擦,多云,高速公路,黄昏,0,0,29.9,42.0,15.0,3.2,轻微,1,0,6,1,simulation
4143,2024-07-11 07:33:01,北京市,通州区,东南大道,刮擦,多云,城市次干道,白天,0,0,26.9,35.0,17.5,2.9,轻微,1,0,7,4,simulation
4144,2023-07-16 18:51:34,北京市,海淀区,中东环路,刮擦,多云,城市主干道,黄昏,1,0,25.5,46.0,11.3,0.5,一般,1,1,7,7,simulation
4145,2025-02-15 07:30:16,北京市,东城区,新新大道,刮擦,多云,城市主干道,白天,0,0,3.6,32.0,8.7,5.0,轻微,1,1,2,6,simulation
4146,2024-10-07 09:23:29,北京市,通州区,北北大道,追尾,晴,城市次干道,白天,0,0,24.4,66.0,19.5,5.7,轻微,1,0,10,1,simulation
4147,2025-01-22 15:59:06,北京市,顺义区,南中街,刮擦,多云,匝道,白天,2,2,-1.5,68.0,16.4,0.2,严重,0,0,1,3,simulation
4148,2024-07-04 08:03:50,北京市,通州区,北南快速路,侧面碰撞,晴,支路,白天,1,0,26.6,48.0,11.7,0.0,轻微,1,0,7,4,simulation
4149,2025-04-21 18:20:24,北京市,丰台区,中南大道,追尾,晴,支路,黄昏,0,0,12.9,54.0,18.6,13.0,轻微,1,0,4,1,simulation
4150,2024-07-28 07:42:09,北京市,顺义区,中北街,追尾,阴,高速公路,白天,0,0,30.7,41.0,19.2,0.6,轻微,1,1,7,7,simulation
4151,2023-11-04 07:56:36,北京市,丰台区,环环环路,单车事故,小雨,匝道,白天,3,0,11.9,34.0,6.3,3.5,严重,1,1,11,6,simulation
4152,2025-08-23 19:45:11,北京市,大兴区,南大环路,追尾,晴,匝道,黄昏,1,0,27.9,67.0,18.0,3.2,轻微,1,1,8,6,simulation
4153,2025-01-25 13:22:04,北京市,朝阳区,大南快速路,侧面碰撞,多云,高速公路,白天,3,0,-4.0,68.0,18.9,4.1,一般,0,1,1,6,simulation
4154,2025-12-28 19:30:34,北京市,通州区,南新环路,刮擦,晴,城市主干道,黄昏,0,0,1.5,46.0,13.7,12.9,轻微,1,1,12,7,simulation
4155,2024-01-12 08:35:42,北京市,顺义区,东西环路,单车事故,多云,城市主干道,白天,2,0,2.6,63.0,15.2,6.1,一般,1,0,1,5,simulation
4156,2023-07-03 08:47:28,北京市,顺义区,大环街,追尾,多云,匝道,白天,2,0,25.3,51.0,11.1,4.6,严重,1,0,7,1,simulation
4157,2023-02-07 19:47:25,北京市,朝阳区,北大环路,侧面碰撞,多云,支路,黄昏,0,0,2.3,68.0,17.6,7.0,轻微,1,0,2,2,simulation
4158,2025-07-30 08:49:24,北京市,石景山区,东中路,侧面碰撞,晴,高速公路,白天,2,0,27.1,31.0,18.8,2.9,一般,1,0,7,3,simulation
4159,2025-11-23 09:58:56,北京市,石景山区,中新快速路,多车连环,小雨,城市主干道,白天,0,0,13.6,62.0,4.4,0.9,轻微,1,1,11,7,simulation
4160,2024-08-28 08:23:36,北京市,丰台区,大东大道,追尾,雷阵雨,支路,白天,0,0,28.0,53.0,4.1,0.5,轻微,1,0,8,3,simulation
4161,2023-11-25 18:54:13,北京市,丰台区,环新环路,行人事故,多云,匝道,黄昏,0,0,16.1,60.0,18.4,6.0,轻微,1,1,11,6,simulation
4162,2024-10-07 13:46:25,北京市,顺义区,大环环路,翻车,多云,匝道,白天,0,0,23.7,54.0,9.9,4.2,轻微,0,0,10,1,simulation
4163,2025-10-14 09:24:45,北京市,石景山区,东环环路,追尾,小雨,支路,白天,2,0,18.4,45.0,3.0,7.5,一般,1,0,10,2,simulation
4164,2024-09-12 22:11:34,北京市,东城区,东新路,侧面碰撞,小雨,高速公路,夜间有照明,0,0,18.6,59.0,4.5,1.6,轻微,0,0,9,4,simulation
4165,2024-08-01 09:51:25,北京市,大兴区,北东高速公路,翻车,晴,支路,白天,0,0,23.3,63.0,9.1,1.9,轻微,1,0,8,4,simulation
4166,2023-12-06 09:26:26,北京市,东城区,环东大道,行人事故,晴,城市主干道,白天,3,0,6.7,46.0,14.8,2.2,一般,1,0,12,3,simulation
4167,2024-07-20 14:27:36,北京市,大兴区,北大大道,追尾,多云,城市次干道,白天,1,0,27.5,63.0,10.6,1.4,轻微,0,1,7,6,simulation
4168,2024-07-12 04:04:40,北京市,通州区,大南路,行人事故,晴,城市主干道,夜间有照明,0,0,28.9,41.0,15.5,1.8,轻微,0,0,7,5,simulation
4169,2023-07-15 07:50:20,北京市,石景山区,新环高速公路,追尾,阴,高速公路,白天,0,0,30.3,55.0,19.2,2.4,轻微,1,1,7,6,simulation
4170,2024-06-03 17:15:11,北京市,丰台区,西西高速公路,行人事故,雷阵雨,支路,白天,0,0,28.3,37.0,6.4,2.2,轻微,1,0,6,1,simulation
4171,2025-12-23 09:19:19,北京市,大兴区,环中快速路,单车事故,雾,支路,白天,1,0,9.6,92.0,1.7,3.7,轻微,1,0,12,2,simulation
4172,2024-11-26 08:00:13,北京市,昌平区,北北快速路,侧面碰撞,多云,城市次干道,白天,1,0,18.2,39.0,12.1,5.9,轻微,1,0,11,2,simulation
4173,2024-09-07 18:14:57,北京市,朝阳区,西新街,侧面碰撞,晴,支路,黄昏,0,0,18.6,41.0,8.3,4.7,轻微,1,1,9,6,simulation
4174,2023-03-06 17:40:33,北京市,通州区,中南大道,刮擦,阴,高速公路,白天,0,0,12.5,62.0,14.0,3.3,轻微,1,0,3,1,simulation
4175,2023-02-21 19:16:53,北京市,昌平区,环南快速路,单车事故,多云,高速公路,黄昏,0,0,1.2,50.0,13.0,0.4,轻微,1,0,2,2,simulation
4176,2023-06-05 17:27:58,北京市,昌平区,北中高速公路,刮擦,多云,城市次干道,白天,0,0,33.3,50.0,11.7,1.6,轻微,1,0,6,1,simulation
4177,2024-03-05 10:12:34,北京市,昌平区,南大路,刮擦,晴,支路,白天,0,0,22.6,50.0,10.8,3.3,轻微,0,0,3,2,simulation
4178,2023-06-26 04:11:44,北京市,顺义区,环北大道,刮擦,晴,高速公路,夜间有照明,1,0,29.8,57.0,20.0,2.4,一般,0,0,6,1,simulation
4179,2023-12-06 18:48:14,北京市,东城区,中北快速路,侧面碰撞,雾,城市次干道,黄昏,1,0,-6.9,86.0,1.1,2.6,轻微,1,0,12,3,simulation
4180,2023-10-18 13:37:38,北京市,顺义区,北新高速公路,刮擦,多云,匝道,白天,3,0,19.7,35.0,13.9,10.1,一般,0,0,10,3,simulation
4181,2024-07-08 07:50:54,北京市,顺义区,中中街,侧面碰撞,晴,支路,白天,2,0,28.7,59.0,18.9,4.8,一般,1,0,7,1,simulation
4182,2024-08-09 06:18:51,北京市,西城区,东中大道,刮擦,晴,城市主干道,白天,1,0,27.8,53.0,9.0,0.0,一般,0,0,8,5,simulation
4183,2025-10-15 15:27:33,北京市,西城区,环北环路,追尾,小雨,高速公路,白天,0,0,21.7,52.0,4.5,4.3,轻微,0,0,10,3,simulation
4184,2023-01-29 19:40:53,北京市,东城区,北环路,追尾,晴,城市次干道,黄昏,0,0,7.0,60.0,14.6,2.7,轻微,1,1,1,7,simulation
4185,2023-12-26 18:18:33,北京市,石景山区,东新路,刮擦,多云,城市主干道,黄昏,0,0,1.9,35.0,17.1,0.6,轻微,1,0,12,2,simulation
4186,2025-03-25 18:43:46,北京市,朝阳区,新西快速路,侧面碰撞,小雨,城市次干道,黄昏,0,0,20.4,63.0,7.0,0.3,轻微,1,0,3,2,simulation
