事故ID,事故时间,所在区域,道路类型,事故类型,天气情况,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级
7244,2021-04-23 08:29:20.990307026,西城区,城市次干道,单车事故,阴天,4,0,6.9,44,9.1,5.7,轻微
7245,2022-03-31 09:25:48.209028896,朝阳区,高速公路,多车连环,晴天,4,0,-6.8,22,8.8,9.2,严重
7246,2023-04-14 02:50:20.396247616,西城区,城市主干道,刮擦,雪天,4,1,6.9,68,18.1,13.5,轻微
7247,2022-10-21 01:59:56.093817376,海淀区,高速公路,侧碰,雾天,1,0,22.9,56,17.1,5.8,轻微
7248,2023-01-01 17:24:47.722980296,西城区,城市主干道,追尾,雪天,4,1,13.6,39,0.9,9.1,一般
7249,2022-03-06 22:27:04.896697664,朝阳区,城市次干道,追尾,雪天,1,1,6.3,48,15.5,7.1,轻微
7250,2024-04-17 17:13:33.735581560,东城区,城市主干道,单车事故,阴天,0,1,28.8,94,0.5,14.1,一般
7251,2021-10-28 21:28:53.987606756,丰台区,支路,刮擦,阴天,2,0,24.9,34,5.1,6.2,轻微
7252,2024-06-02 17:05:47.128920888,东城区,城市次干道,多车连环,雾天,4,1,38.3,50,5.3,5.2,轻微
7253,2022-11-05 14:20:10.135221520,东城区,支路,追尾,雾天,0,0,3.4,20,6.6,1.0,一般
7254,2021-12-20 19:48:31.305338528,朝阳区,城市次干道,单车事故,雨天,3,1,35.2,42,14.4,4.3,轻微
7255,2022-01-21 09:37:28.119019896,朝阳区,支路,侧碰,雨天,2,0,20.2,29,8.3,5.7,轻微
7256,2025-08-17 16:14:05.058713880,西城区,城市次干道,追尾,晴天,2,0,8.5,30,16.9,16.5,轻微
7257,2021-02-08 19:10:21.476355630,东城区,城市次干道,追尾,雾天,2,1,18.3,80,4.1,4.8,轻微
7258,2022-07-09 05:31:46.804888480,石景山区,支路,侧碰,雾天,4,0,-5.8,77,3.2,2.7,轻微
7259,2025-02-18 03:58:53.447552744,西城区,城市次干道,侧碰,晴天,2,1,-1.0,25,18.1,17.3,轻微
7260,2024-01-03 09:42:47.830991096,海淀区,城市主干道,刮擦,雪天,1,1,29.5,21,4.5,0.4,轻微
7261,2023-07-27 21:12:37.569964984,朝阳区,城市次干道,侧碰,晴天,4,0,-5.0,67,8.5,0.4,轻微
7262,2021-11-18 16:51:05.760784072,东城区,支路,侧碰,雾天,1,1,22.1,33,17.9,11.8,轻微
7263,2025-08-02 21:25:09.325140504,海淀区,城市主干道,刮擦,雪天,0,0,-6.4,88,13.7,19.9,轻微
7264,2025-05-24 14:57:02.196427640,石景山区,高速公路,多车连环,阴天,4,1,-1.9,80,19.0,15.2,轻微
7265,2022-03-09 20:32:18.128020800,西城区,城市次干道,侧碰,雪天,0,0,5.8,63,18.3,1.7,一般
7266,2023-04-29 06:24:55.283736360,东城区,城市次干道,刮擦,晴天,0,1,33.7,82,13.3,18.4,轻微
7267,2024-06-29 17:24:04.518659864,石景山区,城市主干道,单车事故,雾天,2,1,8.7,72,10.9,11.7,一般
7268,2021-12-11 12:24:22.880496044,西城区,高速公路,多车连环,雨天,0,0,15.0,62,16.2,1.0,轻微
7269,2022-01-13 17:38:45.886796676,东城区,高速公路,多车连环,雨天,1,1,11.2,64,18.6,0.8,一般
7270,2025-11-27 21:16:48.155023512,东城区,城市主干道,多车连环,晴天,1,0,-0.1,34,4.8,2.3,一般
7271,2022-08-20 05:01:49.505158512,西城区,城市主干道,多车连环,雨天,1,0,-4.0,93,13.4,3.6,轻微
7272,2022-03-23 08:41:26.822890280,石景山区,城市次干道,多车连环,雪天,3,0,19.9,36,5.2,3.7,轻微
7273,2024-08-08 03:34:33.141522152,海淀区,支路,单车事故,晴天,0,0,10.4,48,11.3,6.5,轻微
7274,2022-05-03 23:25:50.369244920,丰台区,城市次干道,追尾,雾天,1,1,23.0,20,6.9,5.1,轻微
7275,2022-05-17 20:20:38.218029800,西城区,城市次干道,多车连环,雪天,1,1,-2.8,51,11.9,11.9,轻微
7276,2021-07-03 04:05:56.849892984,丰台区,城市次干道,刮擦,雾天,3,1,14.7,26,17.2,1.6,一般
7277,2025-03-05 11:56:17.911999192,海淀区,高速公路,多车连环,雾天,2,0,35.2,79,0.9,12.1,严重
7278,2022-12-15 00:30:38.758083800,朝阳区,支路,追尾,雨天,0,1,-9.5,56,10.8,14.3,轻微
7279,2021-02-10 06:12:58.092017196,丰台区,支路,单车事故,雾天,0,1,9.2,55,9.9,19.2,轻微
7280,2025-10-07 23:08:16.183826392,西城区,支路,多车连环,晴天,0,0,33.0,39,8.0,4.1,轻微
7281,2024-04-01 11:22:01.386346632,海淀区,城市次干道,单车事故,雾天,4,1,20.4,25,4.5,16.6,轻微
7282,2021-03-30 15:01:55.985806575,东城区,城市主干道,侧碰,雨天,2,1,-4.4,55,11.7,4.0,轻微
7283,2026-01-05 09:33:08.893097304,朝阳区,城市次干道,追尾,雨天,3,1,5.2,43,8.9,11.2,一般
7284,2025-07-14 04:19:55.013709368,东城区,高速公路,侧碰,晴天,4,0,0.2,38,18.0,11.9,轻微
7285,2025-11-13 02:27:52.421450136,丰台区,支路,追尾,雨天,0,1,19.1,61,8.0,0.1,轻微
7286,2023-03-07 08:05:17.966004592,东城区,支路,多车连环,雪天,0,0,-4.5,41,9.1,19.5,一般
7287,2022-03-11 11:57:44.320640056,海淀区,高速公路,多车连环,阴天,3,0,36.4,93,3.6,5.7,轻微
7288,2022-06-29 00:13:30.495257520,西城区,城市主干道,刮擦,雨天,2,0,39.8,82,12.6,16.1,轻微
7289,2024-03-28 06:37:01.116319624,海淀区,城市次干道,多车连环,阴天,1,1,9.1,33,0.2,18.4,严重
7290,2022-06-14 18:33:03.492557248,丰台区,高速公路,侧碰,雾天,4,1,1.5,64,1.7,15.6,一般
7291,2023-08-16 05:32:12.727480744,西城区,城市次干道,单车事故,晴天,0,1,37.0,39,15.1,5.0,轻微
7292,2021-07-11 00:27:28.659073902,海淀区,城市次干道,侧碰,晴天,0,1,26.0,89,18.5,6.7,轻微
7293,2023-07-25 16:38:42.646472648,西城区,高速公路,追尾,晴天,4,1,-1.1,25,3.0,13.8,轻微
7294,2024-03-01 19:27:12.457453736,海淀区,高速公路,刮擦,雪天,1,1,6.7,23,5.3,6.1,轻微
7295,2023-09-07 07:34:11.539361928,西城区,城市次干道,单车事故,雾天,0,0,-9.6,38,14.7,1.6,一般
7296,2021-09-16 00:04:43.402548248,石景山区,城市主干道,侧碰,晴天,1,0,20.1,92,0.9,6.8,轻微
7297,2022-04-22 20:13:26.174825480,海淀区,城市主干道,侧碰,雪天,0,1,12.7,41,7.0,3.9,轻微
7298,2021-05-11 23:17:37.839991994,石景山区,高速公路,追尾,阴天,3,1,-2.4,83,10.9,15.8,一般
7299,2025-09-08 09:30:24.716679672,朝阳区,高速公路,侧碰,雾天,2,1,13.0,20,8.6,18.1,轻微
7300,2021-03-23 12:11:42.484456440,东城区,支路,多车连环,雨天,3,1,-8.0,65,8.9,14.7,轻微
7301,2025-02-28 13:39:59.334141416,丰台区,支路,刮擦,雾天,0,1,8.2,56,12.9,10.4,轻微
7302,2024-09-14 13:33:56.417849784,石景山区,城市次干道,单车事故,雨天,3,0,37.9,39,18.1,1.3,轻微
7303,2023-08-28 06:38:44.806688664,西城区,支路,刮擦,晴天,3,1,16.8,45,17.4,5.8,轻微
7304,2021-07-15 05:12:28.929100904,西城区,城市次干道,单车事故,阴天,1,0,1.6,90,19.3,11.1,一般
7305,2025-02-02 02:30:10.675275528,东城区,城市主干道,单车事故,雾天,1,1,16.6,25,8.9,14.3,一般
7306,2022-10-24 17:36:27.632971288,西城区,城市主干道,多车连环,雾天,1,1,12.9,22,5.1,14.9,轻微
7307,2023-07-16 04:51:44.644672456,西城区,支路,刮擦,晴天,3,0,32.7,26,5.0,16.0,轻微
7308,2024-06-11 11:21:26.822890280,东城区,城市次干道,多车连环,雪天,1,1,13.5,40,7.7,6.8,一般
7309,2022-03-18 01:39:29.091117104,西城区,高速公路,侧碰,晴天,2,0,22.5,52,0.5,6.5,一般
7310,2022-09-30 15:23:23.474555448,海淀区,高速公路,单车事故,阴天,1,1,31.3,46,19.8,19.6,轻微
7311,2021-08-23 11:00:07.975005496,东城区,支路,追尾,雪天,3,0,19.1,83,12.2,9.9,一般
7312,2024-06-05 23:56:39.514159416,东城区,城市次干道,追尾,晴天,1,0,4.3,24,18.2,15.3,轻微
7313,2024-02-24 23:16:45.994807480,石景山区,高速公路,多车连环,晴天,1,0,8.6,75,15.5,4.0,轻微
7314,2022-09-02 04:02:29.469154912,丰台区,支路,侧碰,雨天,3,1,20.1,88,8.4,6.0,轻微
7315,2021-02-16 02:23:24.554663461,海淀区,高速公路,侧碰,雪天,4,1,19.1,69,2.2,3.6,轻微
7316,2021-05-17 19:28:04.302638258,西城区,城市次干道,刮擦,晴天,1,0,25.0,43,17.6,13.8,轻微
7317,2022-12-06 01:52:09.487156712,丰台区,城市次干道,多车连环,雨天,3,1,24.7,59,13.1,13.5,轻微
7318,2021-11-21 06:10:39.838191812,西城区,高速公路,单车事故,晴天,1,0,4.7,28,12.2,4.8,一般
7319,2025-12-30 08:59:52.853493336,朝阳区,支路,侧碰,晴天,2,1,-7.8,64,11.6,3.9,轻微
7320,2025-09-17 21:17:22.718479832,西城区,城市次干道,刮擦,晴天,1,1,39.1,75,13.5,12.1,轻微
7321,2025-05-16 05:27:01.656373624,丰台区,城市主干道,侧碰,阴天,1,0,0.1,90,12.0,0.3,轻微
7322,2024-10-08 07:01:21.422350232,丰台区,城市主干道,刮擦,雪天,4,1,13.1,44,13.4,4.0,一般
7323,2021-02-27 01:12:59.172125207,朝阳区,高速公路,多车连环,阴天,3,0,21.9,74,16.5,7.7,轻微
7324,2025-03-02 05:05:25.526760664,西城区,城市主干道,单车事故,雨天,2,0,-1.0,30,6.8,9.6,一般
7325,2021-08-01 17:43:48.317039698,东城区,高速公路,多车连环,晴天,4,1,9.7,52,3.6,17.1,轻微
7326,2021-02-04 01:16:52.475455540,朝阳区,高速公路,追尾,雪天,4,1,6.5,74,14.8,4.4,轻微
7327,2024-07-26 17:42:21.908398840,海淀区,支路,刮擦,雨天,2,1,11.0,91,19.9,6.8,轻微
7328,2024-12-21 22:37:18.398047800,海淀区,高速公路,侧碰,雾天,0,1,25.6,78,7.6,14.2,轻微
7329,2025-01-03 12:52:19.208128808,东城区,高速公路,追尾,阴天,2,0,25.9,46,18.0,16.2,轻微
7330,2021-03-24 10:05:50.369244919,石景山区,城市次干道,追尾,雪天,3,0,-6.7,81,0.6,14.7,一般
7331,2023-09-22 15:31:36.003808376,石景山区,支路,侧碰,雾天,1,1,-0.6,53,9.6,8.8,一般
7332,2024-07-30 13:41:43.024510440,石景山区,高速公路,单车事故,晴天,1,1,7.3,82,8.2,19.4,轻微
7333,2023-10-08 03:51:50.045212520,朝阳区,支路,侧碰,雪天,2,0,9.7,93,12.2,12.8,一般
7334,2025-07-12 04:08:49.667174712,西城区,高速公路,刮擦,雪天,2,0,35.7,44,10.2,18.2,严重
7335,2023-10-01 18:32:54.851693160,石景山区,城市主干道,刮擦,雨天,4,1,-2.5,37,9.5,2.0,一般
7336,2022-12-08 06:26:04.410649056,石景山区,城市主干道,侧碰,雨天,0,0,6.3,37,3.8,18.0,一般
7337,2023-05-27 00:14:30.981306120,朝阳区,支路,侧碰,雾天,4,1,29.0,53,12.2,11.8,轻微
7338,2022-03-27 04:40:47.939001896,丰台区,支路,追尾,雾天,0,0,31.6,43,16.5,10.5,轻微
7339,2023-05-03 15:32:45.130721064,朝阳区,城市次干道,多车连环,雨天,1,1,16.5,45,6.7,12.7,严重
7340,2022-07-08 03:14:49.343142312,海淀区,支路,单车事故,雨天,2,0,28.0,41,7.5,10.3,轻微
7341,2023-06-23 22:26:56.255833576,海淀区,城市次干道,多车连环,阴天,4,0,-10.0,39,19.3,17.4,轻微
7342,2022-09-17 07:37:04.356643656,石景山区,高速公路,侧碰,雨天,1,0,27.6,51,9.7,2.8,一般
7343,2021-11-05 04:41:57.065914584,海淀区,城市主干道,多车连环,晴天,2,0,29.4,21,13.5,10.6,一般
7344,2023-11-13 11:34:15.859793976,东城区,支路,单车事故,雪天,0,1,33.7,53,10.6,17.1,轻微
7345,2024-05-31 16:54:41.782386232,海淀区,城市次干道,刮擦,雾天,3,0,39.2,30,0.9,5.2,一般
7346,2024-03-21 12:32:26.768884888,丰台区,支路,刮擦,雨天,0,1,28.3,52,6.8,18.9,轻微
7347,2023-04-18 20:43:49.397147712,丰台区,高速公路,追尾,晴天,3,0,1.9,61,1.1,1.9,轻微
7348,2025-04-14 20:00:54.419649960,海淀区,城市次干道,追尾,雪天,2,0,23.1,21,6.0,10.1,轻微
7349,2021-02-01 07:34:28.821090103,海淀区,城市次干道,追尾,晴天,2,1,8.3,49,10.5,5.2,轻微
7350,2023-07-31 12:49:09.109118904,石景山区,高速公路,刮擦,雾天,0,0,16.0,62,7.5,7.5,轻微
7351,2022-07-07 09:43:31.035311528,西城区,城市次干道,多车连环,雨天,0,0,38.0,74,8.4,7.8,一般
7352,2021-11-06 15:44:33.681576152,海淀区,支路,刮擦,雨天,2,0,10.4,60,11.3,13.3,严重
7353,2024-10-07 13:30:03.114519448,丰台区,高速公路,追尾,雨天,4,1,4.1,38,1.5,18.2,轻微
7354,2021-10-25 10:15:12.025410536,东城区,城市次干道,多车连环,阴天,1,1,14.8,26,3.1,6.0,轻微
7355,2025-04-10 10:53:04.572665256,东城区,支路,单车事故,雪天,1,1,14.7,47,4.1,5.2,一般
7356,2024-01-07 14:27:48.101018104,西城区,支路,刮擦,雨天,1,1,38.6,70,12.2,11.5,一般
7357,2025-09-22 02:02:22.988506840,朝阳区,支路,刮擦,雾天,0,1,23.2,51,6.6,10.5,轻微
7358,2023-12-05 09:13:25.094717464,东城区,城市主干道,多车连环,雪天,3,0,2.8,42,18.1,10.0,一般
7359,2025-02-05 22:29:31.791387128,丰台区,城市主干道,侧碰,阴天,4,0,12.6,30,12.0,0.7,轻微
7360,2023-11-28 10:46:01.170325032,东城区,高速公路,单车事故,晴天,4,1,7.7,67,0.1,10.5,轻微
7361,2024-03-28 10:59:50.693277320,东城区,城市主干道,多车连环,阴天,4,1,-1.3,26,6.2,16.4,轻微
7362,2021-03-26 05:54:06.138821877,西城区,城市次干道,单车事故,阴天,1,1,25.7,72,9.8,5.1,轻微
7363,2024-08-12 21:28:02.142422232,朝阳区,城市次干道,多车连环,雨天,0,1,22.9,27,11.8,10.2,轻微
7364,2022-01-05 03:45:55.769784972,朝阳区,支路,刮擦,雾天,1,0,1.8,46,18.0,18.9,轻微
7365,2024-06-06 08:42:18.668074808,西城区,城市次干道,追尾,雪天,4,1,26.2,45,18.0,2.8,轻微
7366,2021-05-10 07:52:11.647372732,东城区,城市主干道,侧碰,阴天,2,0,29.0,49,6.9,5.5,轻微
7367,2023-08-21 12:34:10.459253912,东城区,城市主干道,追尾,雾天,2,1,6.2,32,14.3,15.2,轻微
7368,2025-12-08 11:20:43.618569848,朝阳区,支路,多车连环,阴天,0,0,5.3,84,3.8,4.9,轻微
7369,2025-10-02 16:06:18.452053208,朝阳区,支路,刮擦,晴天,2,0,13.7,86,1.1,15.4,轻微
7370,2025-02-17 23:36:03.870595048,海淀区,城市主干道,追尾,阴天,1,0,-9.1,24,17.0,3.1,轻微
7371,2025-03-17 04:17:10.837291720,海淀区,城市次干道,单车事故,雾天,4,0,-5.5,86,11.2,7.3,轻微
7372,2025-09-11 03:12:48.371045112,东城区,城市主干道,多车连环,晴天,0,1,11.7,72,8.5,6.9,一般
7373,2021-05-13 05:57:24.878695864,东城区,高速公路,侧碰,阴天,4,0,22.8,40,11.8,8.3,轻微
7374,2025-11-06 12:46:07.650973080,朝阳区,城市主干道,单车事故,晴天,2,0,34.2,33,15.8,17.5,轻微
7375,2021-01-25 13:29:54.473655360,海淀区,城市次干道,追尾,雨天,3,1,24.3,70,7.1,14.4,轻微
7376,2021-11-15 23:08:42.106418636,东城区,城市主干道,多车连环,晴天,3,1,22.4,62,3.7,18.9,严重
7377,2024-12-02 18:40:32.817489736,西城区,支路,多车连环,雾天,3,1,29.5,70,15.3,10.4,轻微
7378,2025-01-29 15:16:28.713079304,朝阳区,城市次干道,多车连环,阴天,2,0,22.9,88,6.2,1.5,轻微
7379,2022-04-10 19:06:54.095617560,东城区,支路,单车事故,雪天,0,1,24.0,58,15.2,13.9,轻微
7380,2023-09-11 21:04:50.963304328,西城区,支路,刮擦,雨天,2,1,12.5,82,8.2,16.4,轻微
7381,2025-10-16 17:23:55.877795768,海淀区,高速公路,刮擦,晴天,3,0,2.4,65,5.7,10.8,轻微
7382,2024-10-29 19:54:51.503358328,西城区,城市次干道,多车连环,晴天,0,0,13.2,43,15.3,1.5,轻微
7383,2025-06-04 22:32:15.967804776,海淀区,支路,刮擦,雨天,0,0,-0.0,57,13.1,11.0,轻微
7384,2025-11-06 04:00:28.497057688,西城区,支路,单车事故,雾天,4,0,15.7,78,11.3,2.4,轻微
7385,2022-05-19 16:08:53.987606752,朝阳区,支路,单车事故,雾天,0,0,35.1,36,12.4,19.2,轻微
7386,2025-08-02 12:39:30.171225112,朝阳区,城市次干道,刮擦,晴天,3,1,37.9,41,1.9,19.9,轻微
7387,2025-02-10 12:00:11.215329528,丰台区,城市主干道,侧碰,雨天,0,0,-5.0,67,5.1,19.7,轻微
7388,2025-08-02 17:02:19.748182808,东城区,城市次干道,多车连环,雨天,1,0,1.8,49,2.9,6.6,轻微
7389,2021-05-18 04:13:43.456553650,西城区,支路,刮擦,雨天,0,0,-9.1,83,11.4,0.8,一般
7390,2023-02-09 14:26:47.614969488,朝阳区,高速公路,单车事故,雨天,4,1,28.7,84,8.1,10.3,严重
7391,2025-01-16 20:38:38.326040600,丰台区,支路,侧碰,雪天,1,1,18.3,49,16.4,12.6,轻微
7392,2025-07-13 23:57:05.436751672,丰台区,支路,单车事故,雾天,3,1,12.9,87,8.0,9.2,严重
7393,2025-06-10 14:19:52.853493336,东城区,支路,刮擦,晴天,4,0,35.6,81,15.8,12.7,轻微
7394,2024-06-04 08:31:13.321540152,东城区,支路,单车事故,雾天,2,0,10.5,73,9.9,20.0,轻微
7395,2025-04-04 23:28:17.263934392,朝阳区,城市次干道,单车事故,阴天,1,1,-8.4,44,10.4,9.2,一般
7396,2021-02-02 01:05:47.128920886,东城区,城市次干道,多车连环,雨天,4,1,18.2,74,4.4,12.0,一般
7397,2023-12-30 13:43:26.714879480,东城区,高速公路,侧碰,阴天,4,1,39.7,67,10.9,1.6,轻微
7398,2022-10-27 20:04:30.441252120,西城区,城市主干道,刮擦,晴天,4,1,22.9,21,8.4,1.2,轻微
7399,2021-04-15 03:22:10.027210716,东城区,支路,追尾,雾天,1,1,-8.5,31,8.6,8.8,严重
7400,2021-12-31 01:06:47.614969492,丰台区,高速公路,追尾,阴天,0,1,9.9,41,18.5,19.0,轻微
7401,2022-09-16 09:42:56.471855176,石景山区,城市主干道,刮擦,雨天,1,0,21.3,62,12.7,0.4,一般
7402,2025-10-04 20:40:13.375545560,丰台区,支路,多车连环,雪天,4,1,19.8,91,5.8,18.2,轻微
7403,2022-12-31 23:53:29.415149512,海淀区,城市次干道,多车连环,阴天,4,0,25.8,25,16.6,10.9,轻微
7404,2024-04-30 16:14:13.699577944,朝阳区,高速公路,追尾,晴天,3,0,13.8,63,7.2,10.4,一般
7405,2024-02-22 14:20:01.494357432,丰台区,城市主干道,侧碰,雨天,4,1,-3.5,76,14.9,4.8,一般
7406,2022-08-08 17:03:46.156823680,东城区,城市主干道,侧碰,晴天,1,1,-1.0,67,6.5,11.5,轻微
7407,2025-05-20 23:20:30.657273720,石景山区,城市主干道,多车连环,阴天,0,1,30.9,32,15.9,5.7,轻微
7408,2021-02-20 07:08:24.824690463,东城区,高速公路,刮擦,雾天,0,1,38.5,77,3.4,12.1,轻微
7409,2024-01-31 03:32:23.528560856,海淀区,城市次干道,刮擦,雾天,2,1,9.4,94,4.9,10.2,一般
7410,2021-03-22 23:03:13.753583353,朝阳区,城市次干道,追尾,雾天,1,0,-4.9,22,14.1,2.1,一般
7411,2022-10-23 15:19:30.171225120,西城区,城市次干道,侧碰,雨天,0,0,31.3,53,8.6,13.8,轻微
7412,2024-02-14 13:35:40.108218824,丰台区,支路,追尾,晴天,3,0,5.1,51,15.6,5.2,严重
7413,2025-12-23 10:32:28.929100920,石景山区,高速公路,刮擦,阴天,4,1,4.4,68,2.3,16.1,一般
7414,2025-08-29 04:12:08.407048696,石景山区,城市主干道,多车连环,雾天,0,0,37.1,71,4.9,13.9,轻微
7415,2021-07-07 21:59:25.850793074,朝阳区,城市主干道,刮擦,阴天,4,1,-1.8,59,8.4,10.9,轻微
7416,2021-05-27 02:52:12.727480742,东城区,高速公路,多车连环,雨天,0,1,28.8,75,15.6,12.1,轻微
7417,2023-10-10 21:34:13.699577960,丰台区,支路,单车事故,雨天,2,1,3.0,70,14.6,18.3,严重
7418,2024-12-23 09:39:55.013709368,西城区,城市主干道,单车事故,雪天,4,1,-6.9,60,3.0,12.1,轻微
7419,2022-04-19 04:36:54.635671560,丰台区,城市次干道,多车连环,阴天,1,1,16.3,38,6.4,14.2,一般
7420,2023-08-16 14:17:51.881396136,东城区,支路,刮擦,雾天,3,0,8.3,60,11.8,7.9,轻微
7421,2022-01-04 19:00:16.615869580,东城区,支路,刮擦,晴天,4,1,8.6,28,14.3,1.2,一般
7422,2021-04-06 22:14:59.064114406,东城区,支路,侧碰,晴天,1,0,30.2,22,13.3,0.7,轻微
7423,2022-05-18 18:14:46.102818280,朝阳区,城市次干道,多车连环,雨天,4,0,37.8,23,2.2,6.0,轻微
7424,2025-11-29 17:05:03.924600440,丰台区,高速公路,单车事故,雪天,0,0,24.9,49,3.3,9.7,轻微
7425,2021-12-27 00:44:36.921900184,丰台区,高速公路,追尾,阴天,1,1,25.3,83,9.6,7.4,一般
7426,2021-11-11 09:38:02.682476244,西城区,支路,刮擦,雪天,2,1,31.2,21,5.4,4.6,轻微
7427,2024-05-10 21:32:30.009208920,海淀区,高速公路,追尾,雨天,3,0,-8.5,21,4.8,13.9,一般
7428,2021-12-22 06:51:07.921000096,丰台区,高速公路,刮擦,雪天,0,1,26.8,51,18.4,6.1,轻微
7429,2024-06-11 20:07:05.976805672,西城区,高速公路,侧碰,晴天,2,1,-5.4,46,7.1,0.8,一般
7430,2025-10-08 12:16:44.914699480,东城区,城市主干道,单车事故,雨天,4,1,28.5,21,2.7,16.3,一般
7431,2025-07-21 20:18:37.245932584,东城区,支路,多车连环,晴天,2,0,15.5,52,18.7,4.0,轻微
7432,2025-10-15 06:21:19.262134200,石景山区,城市主干道,多车连环,阴天,1,1,1.6,64,17.8,3.0,轻微
7433,2021-02-09 12:41:39.784186413,朝阳区,城市次干道,侧碰,雾天,3,0,13.5,79,11.8,15.4,轻微
7434,2025-01-17 22:55:35.787786776,东城区,支路,追尾,雪天,3,0,21.3,50,4.1,3.0,轻微
7435,2023-12-22 04:13:26.174825480,石景山区,高速公路,多车连环,雾天,4,1,11.8,43,1.9,15.9,轻微
7436,2025-05-01 01:52:26.768884888,海淀区,支路,追尾,晴天,2,0,-5.9,56,7.0,7.0,轻微
7437,2022-12-04 06:03:53.717579752,海淀区,高速公路,追尾,雨天,0,1,15.2,77,3.1,6.0,一般
7438,2025-11-19 16:09:37.191927192,西城区,城市次干道,刮擦,雪天,3,1,26.9,33,8.1,18.2,轻微
7439,2024-05-21 07:13:35.895797576,海淀区,支路,追尾,晴天,1,1,19.9,52,0.5,10.5,轻微
7440,2023-05-05 15:43:50.477255720,西城区,高速公路,追尾,阴天,4,1,19.8,28,4.9,12.1,一般
7441,2024-10-06 02:27:26.498857880,石景山区,城市主干道,单车事故,晴天,0,1,-0.4,89,17.8,10.4,轻微
7442,2025-06-18 01:55:45.508758872,西城区,高速公路,侧碰,晴天,2,1,27.8,60,0.6,10.9,轻微
7443,2025-02-25 11:11:56.525860584,西城区,支路,追尾,阴天,2,0,29.2,31,13.5,16.4,轻微
7444,2022-05-07 10:39:32.331441136,海淀区,支路,追尾,雾天,3,0,-4.7,80,8.5,4.1,轻微
7445,2024-04-01 15:44:50.963304328,海淀区,城市次干道,刮擦,晴天,1,1,39.7,27,4.7,5.3,轻微
7446,2024-08-01 13:52:48.371045096,朝阳区,支路,追尾,晴天,1,0,-0.1,32,13.2,9.0,轻微
7447,2022-04-25 09:33:00.252233216,朝阳区,城市主干道,刮擦,阴天,2,1,31.9,65,18.6,17.7,轻微
7448,2025-04-28 21:18:31.845392536,东城区,城市次干道,单车事故,阴天,2,0,11.3,72,11.0,8.6,轻微
7449,2023-11-07 15:23:49.397147704,海淀区,高速公路,多车连环,阴天,0,1,34.3,32,7.7,6.1,一般
7450,2025-09-07 20:21:55.985806584,东城区,城市次干道,单车事故,雨天,2,1,6.0,45,14.0,14.8,轻微
7451,2022-12-16 11:33:15.373745368,东城区,城市主干道,侧碰,雨天,3,1,19.6,72,18.9,17.8,轻微
7452,2023-03-08 10:22:15.427750768,东城区,城市主干道,单车事故,雨天,1,1,8.0,44,19.9,5.0,轻微
7453,2025-04-02 10:08:43.186526648,朝阳区,高速公路,多车连环,阴天,3,1,21.7,48,14.1,19.6,轻微
7454,2024-12-31 14:47:05.976805672,丰台区,城市主干道,多车连环,雾天,0,1,-4.8,28,13.5,17.9,轻微
7455,2021-03-13 06:53:26.174825477,海淀区,城市次干道,侧碰,雨天,1,1,-2.7,56,10.5,14.1,轻微
7456,2022-04-09 16:49:56.633871384,石景山区,城市次干道,多车连环,晴天,2,1,8.2,92,11.8,1.9,一般
7457,2023-04-09 00:11:12.241432136,丰台区,城市次干道,单车事故,阴天,4,0,3.7,81,10.6,13.5,轻微
7458,2025-10-23 02:42:51.071315128,丰台区,支路,侧碰,阴天,0,1,-9.2,58,9.5,17.8,一般
7459,2022-05-08 17:19:19.370145008,海淀区,高速公路,刮擦,雪天,3,0,4.9,42,7.3,18.7,轻微
7460,2021-05-09 05:35:14.185626558,海淀区,高速公路,单车事故,雾天,1,1,3.7,90,12.2,9.1,轻微
7461,2024-01-22 04:53:54.257633752,海淀区,支路,刮擦,晴天,0,1,10.5,76,16.1,7.0,一般
7462,2021-07-18 03:17:42.160424036,朝阳区,支路,多车连环,雾天,4,0,2.6,23,17.0,4.3,轻微
7463,2022-10-03 22:14:15.859793976,西城区,支路,刮擦,阴天,3,0,22.8,40,8.9,18.5,轻微
7464,2024-09-05 10:32:37.569964984,石景山区,城市次干道,侧碰,雾天,1,1,28.0,27,2.5,9.8,一般
7465,2023-02-18 08:42:27.308938888,海淀区,支路,多车连环,雨天,1,0,26.9,49,4.9,9.9,一般
7466,2023-08-04 04:25:40.648272824,石景山区,支路,单车事故,雨天,0,0,37.9,76,8.4,14.5,一般
7467,2023-06-21 04:44:32.601468136,朝阳区,城市次干道,刮擦,雨天,4,1,2.7,74,11.9,2.4,轻微
7468,2024-11-23 02:30:45.238731864,丰台区,城市主干道,单车事故,阴天,2,1,13.4,39,6.1,16.7,一般
7469,2023-06-19 08:56:16.831891176,西城区,高速公路,侧碰,雾天,4,1,16.2,44,7.7,5.6,轻微
7470,2022-06-26 19:39:35.571765168,朝阳区,支路,追尾,雪天,2,1,34.8,79,8.7,3.8,轻微
7471,2023-02-12 16:54:50.423250320,东城区,高速公路,刮擦,晴天,3,0,35.0,48,13.5,1.4,一般
7472,2025-04-12 11:04:09.919199912,石景山区,高速公路,侧碰,雾天,0,0,31.8,28,10.1,17.8,轻微
7473,2024-08-19 19:55:26.066814680,石景山区,城市次干道,单车事故,雾天,3,1,37.3,20,9.5,9.4,轻微
